Red,IR
121344,104355
121441,104351
121485,104331
119262,103489
119557,103841
120758,104073
120937,104117
121083,104180
121172,104211
121299,104259
121316,104211
121387,104287
121454,104212
118755,103385
119256,103636
120319,103918
120508,103960
120868,104110
121054,104078
121174,104174
121230,104191
121290,104216
121234,103688
118485,103347
119128,103541
119943,103715
120053,103846
120719,104021
120933,104072
121101,104101
121174,104171
121338,104216
121278,103833
118897,103549
119932,103821
120746,103993
120861,104005
121086,104053
121215,104119
121282,104138
121354,104155
121390,104159
121005,103457
119107,103602
120124,103800
120687,103903
120800,103983
121131,104022
121236,104155
121346,104140
121410,104127
120764,103435
119122,103523
120395,103880
120844,103962
121018,104030
121232,104070
121397,104070
121458,104157
121510,104188
121578,104073
119242,103405
119785,103717
120809,103950
121049,103974
121242,104077
121361,104080
121474,104106
121537,104184
121638,104157
121129,103504
119660,103700
120738,103946
121129,103950
121235,104014
121422,104066
121532,104110
121555,104141
121620,104126
120524,103478
120026,103776
121234,103976
121325,103963
121378,104015
121503,104052
121562,104063
121628,104079
121686,104079
120618,103414
120750,103870
121302,103946
121294,103965
121399,103981
121590,104026
121618,104028
121701,104076
121720,104035
119839,103453
120563,103774
121316,103921
121347,103894
121458,103957
121567,103992
121652,104015
121689,104022
121581,103670
119974,103560
121245,103924
121351,103811
121314,103908
121469,103941
121579,103930
121527,103960
121651,103931
120281,103158
119980,103583
120895,103702
121016,103744
121161,103781
121398,103883
121445,103869
121557,103910
121584,103927
119495,103230
120169,103603
121121,103756
121173,103710
121320,103863
121432,103819
121485,103864
121546,103889
121521,103646
119664,103315
120944,103746
121273,103762
121192,103771
121357,103857
121493,103914
121485,103837
121576,103911
120931,103132
119342,103303
120350,103554
120902,103599
121005,103681
121306,103741
121368,103781
121442,103813
121495,103797
121070,103139
118956,103113
120557,103583
121130,103622
121099,103701
121317,103775
121462,103788
121554,103836
121656,103833
121690,103783
119853,103389
120825,103621
121220,103675
121262,103647
121354,103728
121517,103777
121640,103797
121651,103797
121147,103285
120249,103470
121219,103663
121339,103637
121326,103690
121501,103706
121656,103784
121674,103766
121726,103817
121581,103396
120342,103545
121053,103580
121265,103623
121299,103662
121478,103717
121635,103756
121713,103787
121756,103808
121721,103507
120191,103364
121175,103665
121372,103604
121385,103667
121523,103713
121600,103710
121715,103740
121737,103771
121260,103271
120972,103553
121350,103644
121385,103624
121447,103629
121611,103718
121719,103711
121717,103731
121773,103709
120008,103161
120771,103483
121348,103574
121317,103566
121437,103662
121563,103645
121735,103730
121788,103742
121857,103565
120513,103244
121221,103516
121364,103591
121415,103598
121498,103594
121680,103672
121693,103635
121805,103671
121318,103181
121038,103465
121345,103556
121418,103548
121498,103579
121668,103660
121732,103625
121796,103673
121844,103646
120024,103176
120854,103396
121354,103508
121252,103485
121483,103580
121584,103605
121665,103655
121723,103651
121810,103572
120818,103064
120806,103396
121184,103458
121344,103488
121442,103543
121648,103586
121708,103628
121813,103619
121846,103722
120694,103144
120926,103448
121493,103526
121375,103505
121564,103561
121693,103604
121770,103628
121844,103627
121885,103642
121598,103283
121031,103402
121426,103507
121529,103531
121606,103541
121703,103601
121874,103606
121880,103628
121925,103677
121971,103521
121020,103328
121487,103510
121566,103498
121507,103497
121677,103536
121720,103514
121771,103524
121908,103605
121951,103630
121127,103313
121504,103487
121673,103505
121616,103489
121661,103561
121920,103618
121961,103701
122071,103720
