Red,IR
232220,135332
232192,135390
232203,135385
232256,135441
232281,135395
232318,135412
232386,135414
232214,135348
232104,135352
232166,135350
232139,135345
232147,135298
232203,135415
232223,135405
232246,135402
232225,135433
232331,135392
232152,135360
232147,135374
232122,135383
232104,135364
232146,135352
232199,135374
232211,135376
232280,135394
232295,135430
232276,135381
232111,135356
232161,135356
232128,135367
232105,135328
232198,135364
232213,135388
232283,135412
232306,135399
232388,135423
232238,135382
232155,135320
232218,135385
232120,135386
232160,135371
232233,135392
232328,135399
232406,135456
232404,135454
232398,135440
232232,135426
232272,135437
232325,135428
232236,135406
232352,135449
232352,135444
232396,135451
232414,135473
232491,135444
232275,135455
232262,135347
232295,135374
232228,135354
232299,135371
232321,135405
232387,135439
232425,135440
232481,135447
232371,135382
232329,135406
232364,135378
232319,135370
232306,135379
232437,135411
232421,135405
232499,135441
232449,135443
232292,135393
232301,135355
232194,135382
232273,135387
232362,135414
232361,135412
232412,135439
232447,135443
232288,135371
232231,135413
232215,135365
232228,135362
232193,135385
232292,135429
232349,135419
232382,135374
232371,135393
232199,135437
232183,135398
232101,135395
232110,135386
232187,135412
232183,135428
232288,135436
232346,135477
232339,135404
232098,135376
232080,135386
232030,135423
232032,135433
232116,135436
232155,135484
232192,135522
232245,135518
232285,135497
232087,135436
232103,135435
232009,135466
232040,135475
232108,135465
232168,135474
232206,135509
232284,135548
232343,135531
232128,135469
232112,135477
232123,135492
232066,135473
232166,135530
232184,135543
232289,135528
232324,135602
232409,135584
232354,135526
232085,135496
232187,135530
232126,135516
232166,135458
232238,135533
232312,135610
232376,135590
232410,135609
232420,135567
232320,135553
232263,135550
232257,135559
232289,135610
232327,135548
232421,135601
232466,135617
232588,135655
232601,135653
232445,135607
232420,135602
232423,135591
232430,135644
232485,135680
232569,135677
232566,135703
232674,135682
232796,135723
232630,135658
232576,135646
232586,135683
232536,135644
232596,135673
232640,135723
232744,135748
232811,135730
232848,135746
232748,135722
232655,135677
232707,135636
232684,135696
232695,135646
232720,135635
232796,135688
232887,135687
232904,135646
232846,135546
232719,135577
232732,135594
232723,135627
232728,135624
232834,135637
232872,135641
232909,135656
232963,135678
232794,135618
232765,135558
232776,135559
232704,135572
232790,135579
232765,135626
232965,135697
233108,135736
233268,135675
233073,135781
233015,135831
233148,135787
232826,135656
232649,135542
232444,135402
232439,135355
232500,135323
232581,135395
232470,135332
232370,135279
232368,135321
232426,135342
232497,135359
232538,135392
232624,135433
232676,135518
232749,135503
232836,135507
232589,135453
232665,135459
232648,135432
232640,135452
232649,135467
232744,135491
232797,135431
232853,135500
232921,135524
232898,135515
232756,135431
232656,135337
232573,135224
232515,135114
232485,135014
232518,135126
232514,135064
232592,135016
232525,134975
232364,134895
232253,134866
232257,134765
232188,134827
232239,134913
232363,135033
232403,135080
232531,135155
232653,135187
232616,135191
232484,135203
232538,135233
232525,135215
232523,135223
232510,135259
232630,135281
232704,135322
232769,135349
232768,135339
232643,135326
232585,135240
232623,135252
232563,135227
232578,135225
232666,135232
232671,135205
232652,135208
232723,135277
232654,135145
232554,135120
232542,135041
232386,134865
232319,134863
232380,134889
232414,134912
232458,134950
232467,134880
232306,134875
232258,134852
232313,134837
232230,134849
232299,134881
232319,134873
232362,134910
232368,134864
232262,134804
232164,134788
232197,134788
232128,134777
232168,134783
232219,134820
232247,134857
232311,134795
232317,134819
232144,134802
232150,134775
232020,134758
232082,134732
232098,134710
232194,134766
232200,134728
232263,134753
232258,134713
232048,134706
232011,134696
232030,134632
232040,134612
232079,134630
232113,134605
232169,134681
232208,134641
232243,134618
232003,134598
232013,134585
232044,134588
232054,134592
232103,134616
232124,134658
232173,134644
232307,134630
232267,134660
232147,134600
232121,134544
232112,134551
232102,134587
232178,134625
232244,134617
232260,134633
232372,134654
232453,134683
232456,134647
232303,134583
232308,134668
232303,134629
232310,134649
232347,134675
232444,134672
232504,134687
232524,134704
232607,134644
232448,134663
232413,134609
232431,134623
232386,134605
232521,134650
232536,134639
232566,134654
232633,134688
232691,134659
232551,134624
232562,134680
232573,134630
232531,134653
232568,134625
232619,134662
232674,134688
232689,134637
232812,134662
232694,134702
232693,134670
232672,134707
232699,134698
232815,134710
232857,134749
232891,134754
232975,134754
233001,134752
232874,134715
232751,134709
232820,134708
232890,134716
232871,134703
232944,134697
232934,134753
233000,134697
232922,134607
232849,134502
232707,134273
232573,134173
232571,134138
232597,134091
232620,133973
232639,133994
232745,134073
232652,134032
232653,134157
232832,134377
233073,134565
233171,134600
233304,134664
233386,134686
233296,134628
233297,134611
233282,134570
233303,134584
233277,134604
233322,134583
233278,134571
233150,134534
233088,134515
233040,134553
233033,134570
233078,134584
233102,134630
233167,134640
233051,134569
232974,134460
232862,134375
232850,134432
232811,134387
232849,134429
232893,134456
232969,134464
232983,134455
232880,134369
232886,134391
232851,134443
232843,134436
232913,134466
232917,134485
233059,134534
233169,134591
233221,134567
233123,134628
233204,134654
233241,134673
233217,134710
233272,134694
233378,134734
233410,134775
233466,134806
233459,134814
233416,134779
233398,134773
233342,134765
233389,134788
233372,134771
233424,134786
233430,134833
233479,134866
233422,134735
233314,134635
233277,134667
233235,134505
233166,134388
233155,134314
233154,134321
233260,134251
233290,134260
233383,134303
233367,134299
233366,134385
233581,134581
233842,134805
233948,134858
234071,134916
234156,134926
234096,134823
234047,134879
234070,134843
234049,134840
234009,134838
234080,134867
234120,134889
234098,134827
233978,134821
233971,134822
233920,134776
233919,134810
233906,134832
233970,134816
233987,134837
233862,134807
233812,134791
233761,134777
233782,134806
233767,134852
233847,134844
233918,134895
233945,134899
233851,134875
233767,134877
233735,134834
233731,134828
233709,134757
233669,134772
233813,134763
233817,134796
233747,134775
233741,134753
233761,134777
233784,134788
233769,134830
233903,134852
234023,134890
234012,134895
233989,134934
234018,134961
234027,134905
234027,134949
234039,134926
234145,134984
234196,134995
234123,134958
234124,134956
234137,135001
234115,134960
234184,135015
234185,134999
234271,135030
234260,135041
234216,135059
234207,135075
234181,135059
234231,135009
234227,135037
234185,135074
234201,134955
234132,134838
234037,134772
234035,134728
233988,134718
233981,134621
234032,134572
234067,134566
234089,134443
234076,134369
234043,134309
233999,134314
234064,134424
234166,134500
234335,134709
234476,134770
234525,134830
234513,134849
234598,134908
234646,134929
234732,135015
234790,135021
234801,135036
234785,135045
234766,135046
234707,135089
234772,135066
234720,135071
234759,135089
234753,135037
234631,135002
234565,135012
234590,135017
234513,134977
234558,134959
234579,134961
234596,135018
234620,134940
234543,134920
234467,134902
234507,134904
234470,134895
234557,134931
234639,134994
234716,135064
234773,135031
234851,135057
234815,135057
234853,135106
234870,135098
234902,135130
234976,135134
235026,135172
235054,135137
235134,135193
235093,135198
235032,135195
235070,135176
235023,135187
235068,135217
235128,135236
235164,135200
235187,135216
235130,135209
235161,135210
235169,135215
235119,135180
235125,135156
235117,135220
235176,135213
235196,135257
235210,135262
235268,135263
235324,135264
235258,135265
235269,135206
235262,135215
235227,135251
235248,135268
235266,135286
235295,135260
235305,135279
235225,135219
235179,135231
235119,135152
235076,135228
235043,135218
235124,135163
235038,134938
234949,134788
234860,134702
234625,134455
234515,134345
234360,134437
234277,134067
234236,134102
234296,133943
234160,133857
234244,133892
234274,134206
234864,134807
234909,134845
235009,134836
234979,134855
234947,134765
234961,134714
234948,134684
234937,134737
234913,134714
234941,134682
234811,134593
234639,134555
234570,134443
234507,134397
234469,134386
234448,134360
234445,134395
234484,134385
234310,134328
234199,134265
234142,134261
234151,134260
234140,134294
234137,134253
234222,134317
234277,134272
234256,134302
234124,134318
234195,134336
234199,134364
234261,134402
234352,134407
234488,134513
234548,134531
234593,134514
234445,134522
234495,134553
234494,134528
234483,134592
234518,134557
234600,134630
234622,134628
234670,134658
234603,134632
234581,134652
234576,134637
234554,134650
234569,134562
234543,134609
234517,134600
234535,134668
234670,134648
234605,134535
234511,134428
234511,134320
234452,134088
234238,133840
234198,133816
234219,133792
234128,133787
234418,134127
234662,134561
235134,134926
235296,134956
235506,135064
235548,135054
235659,135054
235557,135077
235572,135098
235608,135121
235601,135062
235605,135122
235625,135138
235579,135102
235520,135088
235561,134991
235515,134924
235454,134894
235448,134900
235455,134937
235361,134857
235219,134879
235159,134812
235163,134807
235055,134756
235056,134711
235059,134718
235024,134653
234948,134647
234916,134665
234941,134716
234924,134728
234981,134781
235103,134814
235120,134852
235137,134853
235145,134864
235158,134825
235141,134870
235141,134902
235225,134888
235202,134885
235132,134878
235134,134841
235086,134878
235086,134822
235094,134903
235113,134852
235058,134863
234962,134819
234997,134852
234959,134813
234942,134748
234912,134835
234910,134724
234890,134675
234809,134710
234877,134724
234839,134742
234900,134756
235004,134812
235076,134823
235034,134825
234999,134872
235051,134836
235006,134822
234986,134824
235058,134840
235070,134830
235088,134804
235001,134797
234984,134801
234969,134826
234885,134797
234943,134830
235001,134792
234987,134795
234996,134798
234915,134771
234932,134775
234971,134819
234918,134851
235049,134882
235170,134954
235307,135028
235292,135002
235277,135038
235303,135071
235333,135142
235325,135170
235396,135054
235432,135065
235387,135082
235322,135088
235270,135030
235227,134919
235200,134766
235034,134487
234869,134268
234676,134177
234611,133976
234436,133819
234586,133852
234470,133826
234641,134088
234894,134276
235234,134862
235563,134894
235620,134935
235623,134897
235714,134998
235761,135068
235782,135007
235843,134975
235720,134989
235689,135063
235719,135097
235693,135040
235642,134924
235602,134978
235548,134930
235607,134939
235418,134866
235421,134897
235428,134868
235442,134878
235500,134883
235540,134949
235451,134942
235560,135048
235669,135077
235673,135143
235842,135192
235935,135284
235956,135306
235961,135242
235816,135255
235817,135245
235892,135307
235931,135375
235988,135391
236065,135400
236033,135360
236042,135326
235876,135160
235815,135139
235771,135161
235802,135170
235871,135154
235919,135243
236003,135313
236028,135319
236004,135337
235969,135318
235973,135312
236023,135334
236045,135368
236127,135395
236158,135473
236086,135447
236111,135466
236009,135406
235997,135441
235977,135374
236002,135345
235985,135255
236019,135215
235941,135155
235885,135135
235879,135099
235865,135120
235940,135178
236026,135228
236046,135218
236103,135217
236057,135255
236121,135276
236100,135274
236160,135282
236242,135384
236349,135408
236357,135454
236294,135391
236272,135418
236279,135401
236233,135401
236298,135445
236317,135464
236389,135448
236307,135381
236163,135354
236130,135318
236104,135300
236093,135328
236122,135311
236186,135317
236142,135290
236046,135215
235975,135123
235887,135119
235932,135095
235864,135179
235989,135228
236002,135165
235773,135043
235654,134992
235572,135032
235558,134986
235561,134741
235367,134679
235500,134618
235315,134823
235488,134817
235375,134715
235368,134797
235493,135110
235869,135402
235894,135291
235957,135232
235868,135214
235880,135285
235878,135232
235863,135216
235868,135229
235917,135281
235971,135291
235929,135264
235869,135223
235807,135167
235793,135161
235804,135146
235715,135108
235790,135133
