Red,IR
237271,145099
237446,145133
237344,145083
237235,144984
237079,145153
237147,145065
237150,145073
237236,145083
237153,144893
237187,144877
237053,144846
237100,144754
236851,144674
236853,144602
236646,144511
236596,144528
236541,144577
236593,144594
236636,144695
236636,144667
236699,144838
236689,144812
236667,144860
236729,144976
236733,144984
236820,145040
236826,145031
236980,145060
236992,145086
236987,145075
237058,145098
237006,145079
237032,145056
236999,145006
237004,144973
236991,144971
237002,144984
237036,145060
236998,144985
236975,144947
236871,144950
236879,144959
236880,144978
236810,145000
236939,145046
236978,145098
237046,145130
237086,145184
237038,145180
236965,145152
236931,145165
236927,145087
236834,145137
236912,145139
236891,145073
236867,145101
236836,145098
236844,145065
236681,145036
236707,145060
236716,145026
236704,145063
236691,145079
236815,145155
236888,145217
236992,145256
237049,145260
237097,145296
237076,145345
237100,145367
237163,145473
237223,145425
237266,145396
237315,145450
237347,145456
237384,145469
237516,145521
237617,145575
237708,145610
237742,145631
237861,145613
237835,145637
237863,145662
237867,145661
237878,145691
237903,145642
237859,145676
237919,145683
237895,145629
237977,145708
237963,145664
237875,145606
237757,145577
237798,145579
237742,145562
237714,145555
237801,145600
237810,145597
237820,145632
237833,145646
237732,145639
237779,145629
237741,145648
237763,145700
237703,145688
237765,145674
237745,145756
237730,145766
237805,145803
237747,145819
237807,145833
237886,145841
237756,145792
237860,145777
237899,145838
237934,145801
237893,145727
237691,145664
237539,145608
237604,145571
237550,145651
237595,145600
237636,145670
237672,145696
237743,145745
237802,145765
237814,145796
237886,145775
237909,145809
237932,145846
237960,145854
237999,145887
238049,145903
238063,145892
238108,145866
238140,145838
238154,145835
238160,145893
238182,145810
238209,145768
238218,145793
238195,145765
238129,145807
238180,145801
238255,145775
238195,145781
238293,145816
238315,145822
238337,145822
238319,145844
238346,145875
238331,145902
238428,145865
238473,145956
238504,145978
238576,145986
238657,146051
238695,146063
238690,146024
238704,146031
238734,146074
238787,146082
238811,146079
238798,146083
238859,146119
238904,146122
238927,146150
238976,146124
238952,146150
238982,146156
239055,146216
239084,146218
239083,146189
239101,146236
239115,146205
239181,146214
239123,146241
239161,146200
239161,146249
239128,146203
239155,146241
239167,146221
239196,146216
239206,146218
239213,146202
239150,146152
239136,146219
239131,146125
239132,146083
239091,146085
239047,145976
239016,145950
238978,145911
239032,145906
238938,145785
238841,145740
238876,145657
238758,145617
238754,145565
238689,145563
238709,145557
238609,145477
238619,145506
238614,145538
238643,145466
238614,145504
238631,145546
238677,145534
238624,145528
238597,145502
238620,145518
238585,145534
238697,145563
238694,145565
238735,145621
238768,145619
238769,145621
238708,145619
238735,145657
238742,145686
238767,145688
238795,145696
238820,145721
238866,145762
238789,145734
238780,145760
238950,145858
238894,145831
238985,145896
239015,145888
239055,145923
239016,145926
238976,145896
238970,145898
238989,145956
239013,145931
239048,145962
239024,145974
239062,145952
239013,145950
238961,145954
239043,145959
238929,145984
238994,145970
239007,145988
239025,145988
238990,146003
238950,145987
238915,145932
238887,145940
238905,145985
238970,145961
238987,146059
239050,146071
239134,146101
239058,146092
239077,146113
239041,146067
238927,146073
238995,146069
239008,146064
238995,146065
238972,146095
238957,146050
238996,146113
238988,146112
239004,146096
239039,146137
238991,146129
239030,146147
238981,146172
239059,146184
239050,146183
239026,146198
239116,146198
239104,146200
239116,146183
239155,146245
239123,146226
239103,146234
239137,146233
239137,146336
239186,146253
239216,146273
239259,146340
239249,146305
239177,146292
239186,146317
239317,146329
239260,146360
239285,146352
239382,146362
239352,146376
239365,146399
239328,146391
239291,146395
239370,146330
239349,146422
239420,146424
239458,146410
239473,146487
239457,146439
239475,146407
239374,146454
239532,146461
239520,146479
239550,146479
239595,146505
239600,146491
239547,146481
239549,146469
239595,146505
239612,146469
239635,146447
239648,146538
239625,146497
239655,146509
239615,146531
239628,146504
239623,146515
239628,146495
239714,146556
239708,146517
239688,146587
239764,146525
239694,146529
239703,146549
239702,146548
239735,146535
239740,146601
239838,146593
239790,146566
239847,146640
239759,146614
239790,146611
239721,146609
239846,146600
239839,146621
239822,146645
239933,146648
239918,146622
239823,146667
239881,146630
239864,146653
239891,146616
239928,146698
239973,146636
239934,146659
239957,146688
239877,146641
239919,146628
239846,146618
239894,146599
239927,146587
239908,146638
239898,146639
240000,146637
239902,146659
239964,146684
239975,146689
240005,146686
240029,146670
240094,146758
240106,146745
240081,146762
240042,146774
240093,146767
240035,146757
240106,146791
240108,146793
240119,146818
240138,146822
240169,146813
240102,146802
240156,146805
240107,146804
240167,146786
240141,146742
240175,146870
240163,146794
240152,146777
240104,146817
240145,146801
240147,146821
240155,146851
240186,146819
240185,146835
240081,146821
240222,146842
240148,146837
240158,146817
240167,146811
240214,146863
240203,146824
240237,146901
240234,146894
240278,146833
240194,146909
240204,146906
240232,146886
240212,146910
240290,146918
240295,146927
240245,146921
240280,146929
240252,146943
240210,146931
240225,146912
240243,146936
240276,146970
240266,146936
240261,146980
240263,146953
240249,146935
240189,146967
240238,146972
240222,146959
240268,146946
240203,146960
240337,146989
240263,147011
240265,147007
240241,146975
240276,146973
240272,147026
240284,147004
240330,147037
240336,146969
240348,147117
240374,147035
240258,147045
240326,147038
240386,147066
240350,147071
240353,147085
240512,147123
240467,147136
240456,147135
240477,147156
240455,147131
240386,147125
240404,147134
240400,147147
240496,147112
240442,147198
240442,147126
240443,147183
240469,147162
240476,147176
240461,147185
240434,147144
240498,147153
240377,147147
240428,147113
240389,147153
240431,147111
240364,147086
240356,147134
240369,147086
240438,147139
240382,147127
240411,147123
240401,147166
240422,147137
240416,147153
240391,147160
240501,147153
240511,147171
240444,147186
240500,147185
240403,147193
240446,147183
240455,147198
240518,147198
240487,147214
240516,147232
240513,147171
240581,147192
240499,147239
240524,147176
240451,147190
240535,147203
240550,147200
240518,147218
240617,147240
240594,147252
240591,147231
240572,147242
240600,147254
240639,147191
240632,147294
240651,147251
240624,147283
240656,147241
240650,147260
240657,147268
240655,147262
240722,147274
240642,147282
240768,147307
240687,147275
240714,147322
240787,147309
240789,147298
240716,147269
240747,147314
240702,147263
240747,147312
240740,147280
240787,147278
240691,147295
240838,147272
240704,147283
240705,147270
240770,147290
240767,147278
240750,147286
240774,147266
240782,147277
240775,147269
240721,147271
240700,147268
240762,147278
240730,147251
240785,147269
240741,147270
240818,147259
240826,147257
240702,147255
240766,147243
240795,147298
240762,147236
240765,147294
240818,147264
240803,147268
240791,147281
240739,147255
240752,147318
240800,147330
240777,147287
240787,147301
240820,147261
240854,147296
240893,147270
240761,147308
240794,147319
240791,147321
240756,147321
240798,147289
240807,147300
240754,147315
240748,147251
240697,147305
240735,147301
240747,147304
240678,147296
240708,147310
240745,147296
240702,147321
240757,147298
240746,147371
240754,147346
240793,147335
240745,147343
240770,147314
240785,147379
240789,147354
240756,147313
240733,147403
240781,147387
240742,147351
240702,147388
240831,147409
240781,147385
240872,147456
240790,147383
240817,147400
240820,147398
240845,147406
240847,147434
240910,147463
240919,147403
240881,147500
240866,147417
240810,147455
240826,147443
240886,147468
240837,147452
240920,147481
240949,147458
240966,147493
240949,147494
240875,147482
240899,147395
240903,147541
240908,147471
240952,147563
240964,147496
241011,147550
240954,147528
240991,147527
241009,147517
240917,147540
241060,147535
241039,147539
241065,147578
241059,147586
241083,147576
241064,147545
241033,147594
241106,147563
241095,147582
241137,147589
241213,147639
241143,147653
241245,147628
241242,147688
241243,147684
241267,147672
241284,147685
241302,147748
241343,147740
241375,147711
241326,147759
241400,147774
241352,147668
241373,147755
241431,147758
241361,147760
241458,147791
241487,147801
241454,147821
241509,147803
241489,147830
241443,147827
241482,147811
241471,147818
241502,147845
241563,147792
241537,147896
241596,147837
241579,147837
241512,147852
241549,147839
241457,147806
241569,147839
241596,147866
241573,147883
241608,147873
241628,147830
241535,147872
241566,147816
241617,147902
241583,147876
241659,147896
241635,147888
241682,147910
241640,147890
241658,147886
241647,147902
241667,147892
241629,147892
241674,147897
241670,147928
241692,147896
241681,147895
241583,147883
241612,147894
241576,147869
241662,147888
241531,147889
241671,147898
241678,147901
241703,147904
241650,147859
241590,147844
241663,147885
241602,147857
241640,147901
241650,147843
241629,147854
241628,147861
241631,147842
241513,147868
241645,147833
241671,147860
241636,147830
241651,147874
241647,147875
241673,147875
241638,147859
241609,147847
241679,147841
241579,147840
241691,147836
241602,147853
241718,147833
241599,147853
241603,147805
241620,147830
241634,147759
241632,147883
241634,147771
241680,147860
241659,147825
241686,147828
241737,147818
241791,147855
241737,147833
241797,147852
241753,147783
241672,147794
241657,147763
241512,147655
241521,147689
241530,147620
241527,147646
241474,147598
241390,147577
241399,147575
241293,147532
241188,147512
241148,147464
241127,147468
241098,147423
241063,147428
241098,147431
241070,147457
241036,147442
241023,147407
241081,147389
241007,147411
241120,147431
241039,147407
241165,147406
241094,147411
241076,147361
241097,147393
241106,147312
241052,147394
241063,147238
241021,147298
240966,147285
240821,147245
240821,147267
240861,147222
240758,147206
240843,147187
240840,147156
240786,147173
240813,147153
240749,147163
240766,147215
240875,147219
240992,147181
240955,147285
241029,147247
240984,147230
241020,147237
240865,147168
240846,147112
240717,147078
240626,146942
240494,146877
240445,146847
240384,146777
240427,146834
240389,146825
240565,146913
240622,146923
240628,146875
240539,146903
240603,146883
240533,146900
240640,146861
240488,146847
240590,146827
240539,146850
240509,146765
240501,146837
240551,146818
240541,146829
240524,146783
240500,146786
240412,146766
240512,146777
240401,146745
240418,146703
240390,146698
240409,146679
240355,146684
240341,146613
240353,146641
240328,146582
240398,146657
240365,146660
240317,146627
240334,146642
240394,146655
240334,146677
240419,146694
240383,146640
240435,146665
240402,146664
240440,146655
240426,146677
240413,146608
240391,146616
240406,146587
240341,146592
240449,146596
240318,146625
240448,146658
240440,146677
240483,146667
240439,146644
240492,146638
240477,146678
240443,146633
240435,146629
240444,146682
240489,146668
240448,146719
240581,146688
240504,146733
240560,146690
240599,146732
240588,146729
240568,146694
240568,146661
240522,146716
240531,146632
240533,146695
240561,146708
240574,146696
240522,146703
240641,146695
240550,146688
240593,146652
240548,146640
240483,146663
240543,146666
240552,146630
240570,146681
240531,146618
240548,146630
240529,146669
240599,146660
240531,146678
240702,146687
240574,146662
240584,146696
240573,146681
240620,146711
240684,146725
240685,146705
240752,146818
240819,146771
240826,146845
240892,146826
240873,146836
240890,146853
240850,146781
240769,146867
240837,146967
240987,147073
241174,147177
241300,147253
241411,147354
241570,147477
241635,147417
241696,147433
241576,147302
241630,147275
241783,147285
241764,147170
241632,147142
241629,147112
241475,147104
241540,147097
241430,147058
241453,147167
241526,147148
241592,147171
241623,147236
241722,147274
241634,147278
241704,147260
241678,147282
241793,147310
241783,147330
241703,147286
241686,147319
241749,147292
241747,147381
241812,147321
241772,147379
241788,147330
241769,147315
241683,147328
241688,147327
241686,147333
241723,147332
241754,147331
241730,147367
241785,147364
241767,147316
241773,147403
241714,147331
241758,147365
241754,147314
241752,147360
241820,147368
241803,147351
241862,147360
241853,147379
241795,147393
241805,147376
241788,147309
241821,147374
241813,147351
241872,147389
241869,147381
241894,147362
241844,147390
241894,147389
241827,147401
241919,147366
241860,147399
241927,147367
241910,147390
241905,147322
241924,147367
241825,147340
241833,147336
241888,147359
241865,147339
241761,147353
241847,147318
241681,147316
241732,147341
241703,147370
241724,147417
241785,147443
241798,147447
241784,147376
241846,147471
241783,147442
241940,147462
241983,147399
242001,147337
241940,147356
242034,147318
242012,147276
242006,147269
241926,147272
241960,147263
241902,147273
241939,147263
241967,147300
242035,147264
241996,147344
242042,147312
242074,147297
242101,147320
242094,147316
242181,147378
242196,147374
242167,147370
242172,147380
242147,147353
242143,147373
242178,147393
242158,147383
242098,147401
242109,147374
241985,147403
242126,147399
242006,147413
241972,147384
241945,147382
241956,147361
241813,147341
241738,147271
241649,147328
241647,147310
241654,147330
241642,147341
241670,147373
241631,147386
241647,147426
241597,147436
241750,147421
241754,147435
241851,147504
241894,147523
241930,147469
241995,147572
241982,147571
241976,147567
242029,147583
242042,147584
242051,147617
242144,147613
242149,147606
242152,147596
242071,147574
242109,147567
242111,147604
242094,147576
242021,147696
241979,147676
241977,147799
242042,147827
242087,147856
242271,147832
242227,147934
242303,147907
242320,147902
242354,147891
242472,147873
242523,147815
242481,147840
242417,147767
242474,147800
242484,147819
242505,147816
242461,147815
242609,147888
242595,147863
242707,147903
242623,147903
242657,147928
242621,147912
242650,147869
242622,147882
242582,147891
242591,147878
242604,147879
242653,147915
242621,147949
242561,147913
242529,147926
242527,147884
242520,147951
242544,148005
242562,148004
242592,147989
242575,148079
242670,148034
242762,147987
242742,147957
242822,147870
242722,147788
242756,147746
242605,147780
242687,147794
242725,147809
242794,147824
242759,147827
242720,147802
242599,147744
242524,147763
242482,147714
242509,147748
242499,147734
242495,147715
242337,147670
242402,147675
242270,147661
242272,147620
242243,147643
242221,147583
242192,147609
242108,147512
241983,147520
241917,147522
241866,147488
241840,147589
241880,147594
241841,147588
241892,147619
241831,147599
241751,147621
241868,147646
241910,147660
241999,147676
242081,147711
242170,147651
242210,147774
242150,147668
242170,147659
242205,147680
242209,147708
242193,147686
242294,147705
242318,147731
242303,147743
242284,147719
242264,147742
242264,147738
242312,147766
242378,147710
242408,147832
242370,147709
242297,147799
242238,147694
242253,147726
242079,147729
242169,147760
242123,147764
242133,147808
242230,147829
242275,147854
242217,147810
242234,147813
242363,147850
242420,147884
242520,147860
242487,147858
242604,147864
242557,147913
242593,147871
242551,147876
242644,147809
242592,147821
242547,147831
242518,147849
242566,147835
242568,147873
242556,147784
242435,147845
242394,147919
242460,147943
242505,147993
242548,148071
242598,148063
242673,148126
242772,148143
242778,148151
242907,148158
242894,148148
242869,148083
242885,148123
242890,147931
242826,147940
242723,147823
242721,147846
242675,147814
242666,147857
242650,147839
242664,147859
242734,147837
242743,147848
242804,147832
242815,147843
242835,147836
242806,147809
242857,147789
242771,147759
242555,147736
242606,147727
242585,147737
242496,147772
242572,147790
242591,147796
242665,147821
242595,147822
242629,147825
242567,147816
242648,147806
242690,147813
242890,147785
242781,147831
242999,147850
242877,147872
242929,147831
242880,147807
242907,147812
242887,147878
242977,147843
242994,147884
243012,147838
243004,147890
243023,147825
242975,147869
243037,147834
242936,147910
242978,147933
242924,147999
242979,148049
243021,148053
243060,148087
243023,148110
243105,148199
243140,148205
243261,148253
243300,148272
243349,148263
243364,148249
243453,148217
243356,148176
243348,148178
243386,148204
243464,148193
243395,148216
243517,148227
243461,148214
243525,148193
243513,148194
243574,148183
243433,148204
243614,148191
243440,148167
243476,148118
243366,148108
243412,148104
243383,148104
243275,148171
243333,148203
243311,148133
243171,148187
243222,148157
243164,148214
243302,148248
243291,148288
243443,148297
243520,148237
243516,148179
243337,148169
243456,148130
243506,148133
243464,148100
243428,148058
243357,148075
243357,148083
243293,148116
243395,148102
243258,148096
243342,148095
243370,148125
243346,148103
243353,148083
243385,148048
243398,148040
243356,147964
243257,148094
243279,148060
243250,148092
243250,148080
243197,148048
243111,148075
243251,148067
243417,148037
243411,147844
243279,147834
243267,147892
243297,147827
243212,147784
243254,147809
243248,147736
243151,147712
243195,147726
243198,147701
243214,147718
243222,147679
243096,147602
243088,147602
243007,147495
243035,147491
242978,147445
242946,147394
242828,147338
242876,147419
242646,147590
242886,147617
242759,147633
242854,147763
242970,147791
243065,147743
243057,147731
243115,147696
243033,147793
243053,147785
243089,147739
243064,147608
242886,147496
242863,147425
242749,147341
242672,147282
242653,147215
242609,147278
242704,147371
242747,147430
242879,147553
242939,147557
242857,147614
242969,147750
243053,147754
243158,147800
243220,147888
243394,147895
243392,147671
243320,147445
243164,147279
243099,147228
243029,147122
243085,147132
243101,147214
243168,147192
243130,147361
243170,147407
243199,147580
243422,147558
243291,147414
243430,147535
243291,147552
243314,147519
243220,147470
243241,147394
242992,147059
242913,147051
242773,146816
242803,146736
242661,146626
242618,146619
242572,146598
242636,146623
242669,146554
242649,146625
242685,146852
242802,147005
242951,147257
243189,147447
243332,147642
243460,147778
243566,147876
243670,147880
243733,147827
243745,147737
243775,147650
243687,147563
243570,147677
243732,147690
243758,147562
243748,147517
243719,147513
243708,147483
243698,147516
243810,147437
243732,147476
243852,147547
243790,147666
243836,147787
243895,147940
243997,147993
244075,148115
244147,148092
244200,148213
244303,148202
244239,148153
244385,148084
244418,147886
244339,147813
244311,147737
244379,147686
244385,147518
244259,147488
244172,147384
244101,147422
244092,147347
244133,147370
244145,147352
244155,147398
244111,147354
244098,147363
244058,147403
244177,147396
244124,147453
244197,147479
244177,147517
244200,147615
244221,147564
244269,147583
244254,147612
244245,147615
244258,147677
244398,147704
244383,147791
244364,147775
244316,147891
244402,147916
244420,148057
244434,148098
244517,148184
244556,148264
244540,148327
244614,148322
244607,148395
244825,148389
244847,148431
245033,148381
244957,148258
244906,148191
244934,148076
244898,148000
244846,148029
244878,147945
244882,148006
244855,147908
244728,147912
244764,147923
244659,147935
244754,147943
244767,147933
244720,147938
244725,148054
244672,147948
244653,148082
244660,148026
244628,148149
244639,148119
244730,148182
244817,148175
244759,148083
244767,148056
244834,148031
244747,147994
244794,148010
244793,147922
244831,147996
244822,147903
244729,147918
244751,147896
244690,147954
244768,147919
244706,147989
244779,148007
244846,148056
244756,148020
244791,148093
244776,148049
244754,148166
244809,148131
244836,148186
244888,148181
244851,148094
244746,148087
244929,148102
244858,148047
244987,148048
244936,148058
244988,148040
244835,147982
244843,147958
244842,147965
244813,147939
244788,147993
244860,147983
244863,147981
244733,147954
244714,147940
244757,147913
244627,147916
244703,147924
244769,147952
244784,147931
244634,147974
244599,147928
244594,147981
244539,147963
244524,147984
244644,147982
244585,147992
244470,147943
244411,147979
244391,147995
244344,148041
244344,148097
244345,148175
244180,148134
244135,148221
244134,148296
244045,148323
244199,148349
244170,148405
244016,148422
243986,148482
244013,148522
243996,148586
243947,148620
244054,148786
243977,148676
244035,148738
244002,148745
243927,148766
244028,148775
244047,148793
244077,148661
244050,148696
243986,148695
243818,148770
243942,148761
243946,148878
243721,148786
243644,148885
243697,148875
243709,148884
243727,148912
243819,148943
243805,148978
243776,148956
243550,148890
243503,148958
243478,148889
243504,148995
243544,148978
243653,149035
243665,148968
243512,149002
243515,148978
243496,148998
243423,148990
243510,149022
243576,149084
243652,149125
243709,149024
243518,149076
243391,149022
243309,149059
243353,149088
243443,149136
243530,149172
243601,149198
243514,149174
243423,149184
243358,149183
243369,149160
243317,149201
243392,149174
243487,149268
243517,149254
243550,149322
243542,149321
243401,149266
243475,149306
243419,149271
243516,149305
243603,149310
243668,149331
243758,149366
243749,149350
243755,149321
243677,149317
243634,149316
243625,149314
243571,149309
243729,149301
243702,149351
243802,149345
243810,149347
243621,149340
243654,149324
243640,149292
243660,149344
243701,149255
243720,149372
243756,149327
243788,149313
243790,149384
243694,149303
243546,149299
243628,149296
243525,149293
243571,149324
243551,149327
243619,149390
243605,149412
243666,149405
243455,149399
243581,149409
243601,149391
243583,149367
243509,149404
243746,149426
243719,149439
243727,149401
243682,149441
243522,149388
243551,149373
243567,149329
243541,149362
243567,149349
243483,149398
243660,149380
243580,149414
243765,149442
243547,149420
243504,149390
243480,149404
243473,149359
243505,149381
243490,149403
243478,149474
243600,149467
243542,149474
243588,149490
243334,149471
243467,149492
243320,149478
243264,149477
243312,149526
243387,149550
243317,149598
243449,149658
243502,149693
243407,149596
243320,149620
243520,149597
243458,149573
243568,149549
243587,149603
243678,149615
243725,149662
243855,149644
243732,149583
243594,149581
243537,149560
243552,149545
243475,149541
243659,149561
243594,149555
243670,149544
243678,149592
243727,149589
243455,149570
243381,149472
243333,149525
243308,149450
243312,149535
243373,149547
243323,149557
243452,149579
243434,149626
243470,149598
243283,149573
243301,149587
243245,149565
243100,149518
243072,149663
243143,149627
243110,149700
243202,149730
243239,149727
243094,149707
243038,149689
243113,149712
243164,149710
243232,149745
243162,149757
243364,149721
243374,149818
243154,149656
242995,149704
242972,149667
242897,149689
242927,149689
242923,149674
243086,149725
243092,149737
243150,149749
242959,149726
242889,149667
242839,149691
242814,149627
242790,149666
242895,149681
242860,149667
242956,149678
242901,149735
243057,149746
242996,149684
242749,149668
242826,149652
242802,149679
242805,149643
242852,149704
242894,149677
242922,149689
242905,149697
242959,149726
242963,149694
242714,149659
242807,149637
242854,149649
242782,149638
242809,149646
242865,149630
242853,149695
242909,149711
242911,149713
242877,149695
242681,149643
242706,149661
242802,149669
242764,149667
242805,149688
242865,149691
242912,149764
242934,149670
242973,149766
243008,149723
242801,149728
242931,149715
242897,149707
242880,149641
242965,149710
243057,149715
243049,149753
243066,149714
243128,149770
242981,149711
242982,149733
243077,149719
242960,149718
242974,149710
243090,149703
243073,149745
243122,149761
243172,149755
242994,149719
243045,149700
243067,149792
243070,149691
243083,149739
243137,149729
243106,149710
243233,149729
243212,149737
243206,149693
243027,149645
243089,149710
243061,149659
243074,149617
243124,149650
243205,149632
243197,149720
243231,149718
243170,149682
243028,149663
242971,149628
243041,149618
243046,149646
243118,149635
243167,149597
243203,149666
243198,149628
243224,149701
242985,149588
242936,149597
242973,149577
242902,149565
242984,149555
243054,149572
243061,149607
243079,149609
243080,149568
243000,149579
242951,149585
243039,149602
242990,149544
242962,149541
243015,149534
243015,149571
243061,149574
243075,149568
242949,149555
242916,149506
242943,149548
242954,149516
242946,149523
243015,149493
242966,149479
243014,149511
242967,149524
242925,149490
242888,149448
242941,149458
242869,149483
242911,149430
242952,149478
242969,149449
242988,149487
243032,149485
242825,149440
242884,149441
242834,149456
242856,149438
242871,149439
242945,149464
242935,149464
242965,149422
242963,149515
242975,149432
242858,149477
242900,149447
242736,149425
242907,149448
242770,149449
242926,149448
242897,149458
242960,149506
242882,149469
242802,149433
242874,149481
242910,149423
242863,149455
242937,149464
242886,149455
242986,149461
242959,149469
243009,149457
242855,149443
242860,149502
242867,149415
242902,149492
242927,149430
242962,149516
242985,149454
242976,149476
243061,149483
242870,149470
242958,149475
242961,149448
242928,149448
242974,149445
243018,149527
243022,149455
243050,149529
243125,149522
242917,149478
243009,149504
242979,149500
243063,149494
243125,149491
243148,149450
243165,149494
243179,149516
243156,149451
243023,149450
243017,149465
243065,149487
243046,149435
243078,149459
243101,149464
243066,149459
243096,149438
243055,149501
242846,149440
242889,149435
242931,149419
242882,149438
242930,149434
242907,149447
243079,149455
242998,149466
243096,149483
243024,149456
243001,149438
242999,149437
242973,149486
243027,149451
243040,149502
243103,149478
243087,149465
243113,149472
243071,149477
243032,149424
243088,149440
243040,149450
243056,149438
243169,149418
243165,149488
243149,149424
243276,149496
243309,149470
242992,149451
243140,149443
243083,149429
243187,149417
243118,149447
243152,149412
243207,149434
243179,149396
243188,149400
243056,149401
243056,149408
243054,149410
243064,149378
243086,149393
243120,149430
243111,149408
243182,149428
243182,149431
243022,149365
243073,149461
243084,149409
243068,149394
243165,149420
243106,149409
243236,149431
243161,149424
243199,149420
243042,149392
243065,149417
243102,149385
243028,149370
243039,149411
243121,149405
243059,149374
243106,149405
243053,149398
243029,149380
242957,149372
243036,149400
243023,149403
243062,149417
243105,149367
243146,149439
243171,149388
243074,149423
243113,149415
243150,149410
243066,149386
243169,149439
243187,149437
243234,149473
243266,149468
243252,149414
243167,149470
243204,149438
243231,149447
243246,149435
243155,149419
243241,149477
243292,149423
243300,149468
243205,149418
243224,149461
243265,149459
243205,149424
243171,149443
243269,149428
243244,149482
243327,149485
243283,149423
243254,149445
243207,149428
243274,149434
243231,149414
243284,149424
243253,149449
243320,149485
243344,149430
243220,149419
243200,149408
243238,149403
243110,149399
243252,149399
243178,149408
243232,149412
243276,149443
243345,149420
243263,149423
243253,149469
243294,149388
243298,149459
243331,149445
243281,149444
243345,149438
243365,149473
243331,149444
243329,149428
243372,149450
243312,149451
243343,149418
243370,149493
243396,149476
243396,149457
243457,149466
243376,149466
243374,149437
243488,149434
243427,149448
243472,149472
243532,149482
243520,149475
243597,149471
243467,149451
243510,149477
243522,149442
243562,149444
243626,149435
243631,149457
243553,149446
243670,149509
243541,149474
243565,149462
243610,149464
243604,149496
243626,149518
243686,149457
243674,149507
243692,149450
243716,149521
243643,149490
243610,149495
243641,149482
243618,149498
243713,149516
243733,149497
243784,149508
243837,149496
243814,149504
243689,149521
243735,149487
243785,149462
243798,149484
243823,149518
243876,149480
243845,149468
243908,149532
243837,149440
243791,149471
243847,149444
243803,149465
243808,149419
243808,149451
243792,149416
243857,149440
243809,149418
243705,149410
243713,149391
243726,149431
243752,149405
243731,149401
243739,149392
243780,149426
243797,149400
243758,149415
243768,149401
243773,149417
243747,149419
243755,149384
243755,149369
243725,149426
243796,149410
243860,149427
243745,149358
243786,149452
243765,149353
243806,149423
243827,149385
243874,149427
243855,149426
243924,149468
243768,149419
243871,149458
243882,149453
243939,149448
243848,149426
243880,149445
243865,149448
243916,149407
243829,149456
243885,149445
243796,149445
243907,149473
243820,149471
243897,149488
243893,149468
243950,149503
243866,149507
243860,149455
243923,149509
243833,149488
243847,149526
243817,149544
243868,149533
243917,149547
243817,149528
243878,149573
243950,149532
243903,149552
244001,149566
243984,149578
244010,149623
244031,149607
243928,149592
243903,149606
244012,149568
243917,149593
244014,149588
243966,149608
244036,149599
244025,149616
244005,149558
243967,149619
244024,149521
243970,149627
243976,149543
244023,149580
244031,149591
243995,149621
244002,149568
244047,149583
244003,149555
244028,149572
244002,149560
244024,149594
244020,149536
244000,149537
243969,149573
243944,149534
243949,149590
243917,149572
243923,149567
243994,149569
243988,149573
244007,149598
243955,149549
243916,149598
243937,149556
243895,149521
243943,149576
243936,149550
243944,149578
243947,149599
243897,149526
243928,149568
243916,149559
243888,149574
244020,149558
244069,149588
244286,149608
244239,149632
244135,149600
244071,149588
244061,149604
243981,149644
243999,149633
243979,149667
244111,149640
243962,149685
244084,149673
244099,149721
244146,149683
244129,149732
244153,149648
244088,149685
