Red,IR
236354,154357
236505,154324
236335,154257
236178,154295
236284,154285
236212,154362
236283,154331
236334,154385
236368,154418
236396,154388
236296,154324
236219,154376
236291,154381
236226,154377
236279,154384
236243,154446
236397,154450
236444,154488
236483,154448
236281,154432
236392,154459
236335,154456
236368,154484
236406,154531
236454,154492
236508,154524
236667,154586
236500,154476
236421,154472
236428,154487
236439,154518
236431,154489
236557,154536
236596,154541
236627,154548
236632,154480
236422,154516
236494,154491
236419,154535
236377,154506
236438,154536
236553,154532
236576,154585
236688,154565
236429,154536
236475,154542
236433,154509
236419,154629
236468,154574
236504,154637
236572,154630
236556,154670
236426,154624
236380,154589
236472,154576
236387,154569
236443,154605
236439,154619
236468,154657
236486,154682
236460,154675
236352,154684
236465,154736
236329,154712
236395,154741
236404,154769
236456,154763
236485,154735
236536,154786
236312,154680
236293,154770
236315,154715
236214,154697
236306,154744
236348,154782
236365,154774
236509,154795
236478,154740
236306,154736
236298,154746
236262,154737
236273,154767
236349,154765
236387,154790
236445,154816
236546,154811
236354,154762
236318,154757
236342,154747
236306,154815
236303,154757
236382,154879
236439,154852
236464,154916
236561,154938
236465,154893
236476,154925
236508,154924
236500,154951
236552,154990
236646,154983
236692,155069
236793,155098
236785,155095
236644,155059
236682,155052
236735,155034
236699,155061
236799,155076
236899,155138
236969,155123
237018,155166
236919,155128
236830,155140
236992,155175
236888,155172
237089,155224
237124,155251
237098,155262
237099,155279
237162,155289
236957,155200
236955,155254
236934,155249
236973,155221
236906,155225
236986,155310
236992,155316
237062,155334
236953,155236
236866,155254
236936,155309
236869,155232
236849,155294
236921,155315
236906,155307
237026,155353
236993,155275
236831,155272
236884,155309
236827,155223
236901,155296
236931,155238
236911,155287
237044,155305
236996,155260
236807,155223
236872,155255
236841,155197
236840,155220
236906,155232
236909,155259
237000,155255
237010,155256
236847,155151
236768,155179
236772,155168
236727,155198
236802,155196
236816,155203
236866,155210
236895,155262
236771,155220
236710,155173
236764,155200
236651,155212
236735,155250
236799,155259
236863,155291
236895,155247
236994,155274
236796,155285
236808,155282
236790,155256
236783,155295
236821,155292
236927,155306
236945,155314
237052,155338
237060,155350
236890,155300
236932,155367
236888,155329
236932,155364
236991,155422
237074,155407
237121,155424
237130,155454
237069,155374
237007,155366
237089,155424
237023,155406
237027,155432
237169,155468
237214,155483
237312,155501
237345,155491
237185,155467
237262,155519
237254,155480
237248,155603
237310,155599
237333,155628
237429,155625
237564,155635
237365,155606
237483,155700
237515,155668
237490,155766
237565,155750
237551,155742
237555,155741
237605,155732
237426,155691
237427,155689
237422,155666
237344,155660
237408,155652
237440,155647
237470,155690
237518,155730
237425,155660
237324,155658
237350,155648
237310,155691
237357,155702
237414,155642
237406,155739
237505,155746
237440,155686
237348,155702
237456,155696
237314,155712
237435,155754
237491,155764
237492,155786
237569,155832
237488,155735
237422,155762
237452,155754
237398,155740
237451,155756
237532,155776
237553,155790
237621,155794
237447,155717
237408,155759
237406,155695
237386,155755
237441,155779
237439,155792
237431,155820
237558,155810
237328,155752
237302,155778
237298,155732
237299,155764
237350,155880
237445,155857
237448,155871
237538,155840
237400,155798
237357,155850
237372,155831
237357,155834
237408,155814
237206,155946
237347,155989
237536,156024
237434,155954
237128,155951
237026,155997
236920,156149
237049,156204
237211,156299
237272,156283
237482,156383
237494,156380
237390,156406
237486,156394
237539,156475
237664,156533
237842,156539
237943,156543
237983,156553
238031,156525
238000,156527
238147,156528
238221,156493
238139,156519
238301,156517
238309,156511
238366,156549
238406,156457
238225,156521
238283,156497
238235,156488
238262,156507
238386,156526
238357,156545
238497,156557
238415,156507
238296,156499
238333,156448
238311,156460
238372,156467
238402,156518
238436,156549
238541,156501
238315,156433
238320,156475
238373,156489
238343,156477
238397,156462
238473,156480
238556,156567
238478,156498
238352,156511
238468,156501
238340,156489
238425,156526
238441,156527
238521,156555
238594,156452
238378,156452
238384,156478
238406,156456
238371,156453
238529,156514
238507,156504
238525,156469
238433,156477
238468,156459
238429,156447
238509,156456
238527,156556
238570,156484
238353,156494
238418,156481
238463,156515
238480,156482
238494,156529
238569,156452
238419,156492
238413,156490
238385,156427
238352,156483
238444,156496
238452,156509
238454,156446
238309,156459
238355,156485
238304,156451
238393,156505
238454,156533
238464,156534
238306,156458
238389,156474
238309,156458
238375,156488
238444,156505
238461,156514
238497,156532
238452,156431
238345,156557
238412,156487
238336,156481
238468,156484
238470,156500
238463,156529
238560,156517
238403,156453
238397,156505
238360,156404
238402,156479
238427,156481
238520,156527
238507,156544
238420,156480
238420,156504
238442,156488
238365,156482
238498,156526
238511,156576
238619,156591
238626,156602
238486,156529
238465,156514
238502,156535
238488,156564
238567,156547
238582,156612
238651,156586
238705,156622
238546,156536
238584,156550
238538,156536
238533,156508
238645,156549
238670,156551
238695,156623
238786,156606
238670,156625
238620,156583
238613,156579
238660,156543
238756,156580
238790,156625
238845,156641
238871,156633
238769,156627
238707,156545
238776,156592
238721,156586
238862,156627
238859,156613
238940,156637
239026,156649
238885,156587
238894,156624
238904,156551
238869,156626
238951,156589
238908,156569
238956,156576
239072,156533
238776,156455
238809,156457
238749,156472
238755,156459
238807,156478
238864,156479
238887,156478
238752,156396
238703,156423
238726,156382
238714,156361
238703,156351
238740,156433
238767,156444
238822,156432
238663,156428
238763,156424
238675,156429
238723,156457
238749,156488
238798,156486
238853,156528
238785,156476
238752,156546
238800,156492
238713,156525
238830,156567
238869,156562
238918,156551
238798,156521
238736,156551
238784,156566
238804,156609
238811,156624
238888,156636
238834,156605
238651,156598
238739,156611
238696,156589
238714,156614
238819,156659
238843,156567
238580,156560
238546,156526
238560,156555
238478,156547
238580,156588
238563,156573
238644,156610
238519,156529
238397,156530
238396,156555
238358,156508
238322,156544
238393,156564
238495,156614
238570,156644
238607,156665
238402,156592
238407,156600
238377,156629
238366,156621
238374,156659
238469,156724
238616,156735
238622,156742
238595,156687
238483,156654
238527,156654
238519,156698
238544,156674
238600,156715
238671,156771
238788,156785
238853,156831
238847,156783
238709,156776
238748,156731
238742,156810
238769,156836
238891,156871
238907,156884
239044,156952
239086,156966
239037,156894
238966,156938
239047,156872
239017,156940
239098,156963
239116,156988
239142,156991
239287,157010
239336,157013
239189,156970
239206,157004
239238,156951
239228,156988
239226,157008
239381,157036
239329,157064
239459,157057
239391,157001
239287,157013
239368,157088
239297,156994
239311,157015
239382,157059
239508,157042
239515,157070
239370,157009
239352,157005
239406,157019
239329,157055
239422,157028
239433,157081
239468,157104
239449,157036
239272,157051
239391,157041
239322,157052
239372,157071
239429,157098
239511,157039
239579,157101
239427,156938
239348,156931
239437,156928
239489,156952
239551,156979
239573,156982
239601,156920
239544,156922
239514,157029
239573,156997
239618,156962
239625,157088
239683,157061
239446,157024
239482,157027
239462,156977
239379,157075
239452,157092
239533,157063
239268,157003
239110,157002
238945,156976
238943,157003
238979,156997
238991,156971
239040,157051
238711,156896
238625,156886
238517,156853
238612,156926
238563,156939
238603,156984
238603,157035
238655,157037
238769,157072
238517,156905
238320,156910
238306,156900
238262,156875
238159,156889
238318,156954
238285,156974
238435,156999
238533,157016
238360,156938
238331,156955
238332,156979
238296,156974
238437,157074
238534,157072
238614,157076
238710,157150
238766,157062
238486,157038
238503,157101
238543,157033
238522,157053
238604,157080
238644,157095
238721,157107
238853,157144
238788,157025
238554,156997
238569,157000
238512,156966
238527,157025
238622,157041
238608,157048
238731,157061
238802,157079
238529,156923
238490,156963
238430,156857
238363,156862
238403,156880
238462,156886
238453,156861
238611,156898
238685,156884
238450,156841
238506,156882
238502,156886
238574,156922
238631,156909
238720,156936
238852,156954
238932,157002
238731,156952
238752,156999
238811,156959
238811,157040
238884,157005
238980,157081
239036,157058
238984,156969
238859,156983
238935,157008
238885,156973
238911,157024
238945,157022
239001,157022
238970,156946
238815,156943
238879,156944
238937,156958
238974,156944
239247,156926
239313,156949
239344,156912
239334,157013
239411,157008
239441,157036
239463,157132
239624,157166
239648,157188
239493,157276
239506,157355
239644,157391
239795,157499
239896,157464
239599,157407
239609,157453
239564,157371
239581,157403
239676,157398
239562,157274
239292,157158
239139,157095
239077,157075
239160,157111
239234,157056
239144,156956
238666,156816
238347,156716
238129,156646
238087,156607
238017,156541
238042,156565
238148,156603
238188,156563
237774,156431
237823,156371
237735,156385
237727,156400
237807,156466
237852,156450
238030,156547
238024,156625
238057,156554
237708,156543
237788,156561
237884,156570
237958,156618
238003,156676
238081,156688
238179,156772
238293,156828
238058,156746
237903,156741
237984,156718
238072,156694
238077,156748
238008,156818
238035,156841
238121,156923
238009,156801
238019,156797
237932,156805
238136,156844
238233,156855
238367,156972
238481,157002
238666,157061
238769,157078
238954,157109
238893,157049
238850,157136
238784,157187
238787,157249
238845,157305
239069,157365
239165,157386
239255,157295
239090,157383
239010,157293
239044,157328
239041,157351
239161,157342
239195,157392
239311,157399
239046,157275
238942,157197
238799,157221
238763,157129
238865,157155
238950,157193
239084,157238
239047,157268
239073,157166
238908,157157
238851,157104
238849,157209
238900,157215
238988,157274
239060,157330
239263,157369
239160,157315
238998,157286
239052,157317
239069,157275
239104,157359
239149,157311
239249,157426
239312,157464
239410,157373
239113,157343
239082,157341
239002,157291
239070,157251
239051,157341
239035,157359
239172,157398
239273,157427
239015,157384
239122,157393
239147,157392
239246,157458
239308,157416
239355,157475
239440,157491
239591,157486
239324,157415
239434,157446
239323,157427
239319,157434
239333,157426
239302,157400
239360,157482
239375,157264
239311,157298
239378,157252
239467,157236
239556,157287
239658,157292
239761,157340
239845,157312
239731,157192
239757,157149
239809,157241
239652,157341
239625,157430
239644,157450
239602,157414
239638,157434
239641,157424
239685,157474
239667,157497
239710,157477
239428,157244
239314,157228
239106,157175
239049,157148
239121,157130
239103,157155
239048,157048
238719,156954
238421,156836
238352,156821
238382,156871
238434,156904
238670,156992
238751,157062
238967,157099
238867,157021
238507,156978
238460,156973
238460,157020
238627,157118
238756,157209
238876,157237
239011,157364
239121,157270
238862,157196
238806,157202
238783,157216
238817,157277
238890,157318
238891,157345
238958,157377
238917,157386
238747,157249
238825,157266
238791,157256
238866,157216
239138,157239
239348,157190
239379,157239
239495,157293
239611,157309
239598,157212
239457,157252
239530,157210
239572,157288
239489,157358
239419,157415
239470,157478
239706,157404
239618,157398
239588,157418
239586,157386
239601,157478
239675,157478
239771,157561
239762,157469
239554,157398
239417,157374
239498,157403
239450,157363
239491,157391
239474,157394
239479,157280
239317,157291
239231,157288
239294,157280
239332,157395
239428,157407
239531,157487
239632,157505
239516,157385
239356,157429
239356,157433
239331,157462
239337,157590
239457,157579
239529,157648
239646,157659
239444,157488
239384,157476
239355,157514
239373,157478
239442,157549
239475,157537
239522,157560
239442,157493
239186,157367
238978,157366
239045,157321
239097,157459
239256,157496
239384,157502
239501,157570
239659,157603
239411,157523
239454,157593
239571,157644
239606,157639
239594,157719
239518,157729
239565,157784
239449,157762
239611,157820
239554,157854
239650,157879
239673,157915
239761,158026
239812,158059
239552,157872
239495,157896
239502,157824
239476,157850
239489,157797
239506,157848
239454,157793
239347,157714
239177,157660
239315,157669
239468,157753
239532,157716
239548,157761
239666,157817
239661,157686
239444,157626
239402,157645
239392,157618
239470,157709
239502,157693
239640,157755
239710,157750
239512,157570
239360,157516
239312,157497
239268,157478
239354,157540
239382,157601
239444,157611
239445,157686
239246,157499
239031,157466
238914,157415
239092,157414
239175,157412
239306,157459
239454,157445
239568,157511
239642,157458
239383,157349
239110,157374
239211,157390
239195,157461
239269,157468
239391,157548
239496,157587
239466,157551
239224,157465
239147,157485
239116,157489
239175,157585
239144,157572
239254,157638
239321,157633
239332,157557
239234,157574
239202,157528
239262,157652
239394,157692
239459,157704
239586,157788
239672,157836
239598,157730
239482,157717
239479,157667
239535,157693
239650,157774
239726,157773
239729,157771
239879,157802
239484,157617
239435,157559
239295,157444
239187,157432
239139,157432
239199,157352
239504,157482
239558,157547
239424,157357
239335,157395
239497,157303
239499,157321
239656,157429
239699,157390
239864,157428
239849,157356
239724,157457
239695,157463
239699,157556
239673,157624
239836,157704
239903,157692
239689,157581
239787,157575
239911,157551
240011,157574
240109,157632
240250,157637
240233,157556
240153,157453
240006,157455
240042,157415
240073,157489
239976,157493
239858,157533
239627,157489
239649,157471
239720,157507
239805,157575
239846,157638
239956,157715
240031,157544
239884,157521
239841,157526
240048,157621
240092,157652
240354,157709
240310,157716
240451,157701
240250,157637
240257,157600
240077,157619
239988,157724
239948,157853
240248,157912
240305,157859
240146,157763
240155,157783
240134,157853
240196,157871
240343,157943
240504,157997
240615,158105
240778,158043
240595,157955
240588,157934
240750,157939
240705,157943
240769,158011
240844,158007
240964,157983
240760,157916
240527,157918
240438,157988
240524,158020
240597,158038
240703,158140
240729,158184
240743,158068
240593,158044
240583,158101
240644,158032
240590,158058
240769,158109
240828,158138
240831,158165
240665,158063
240560,158044
240608,158096
240725,158127
240785,158124
240804,158173
240953,158210
241011,158236
240573,158124
240611,158163
240813,158243
240845,158239
241017,158330
241113,158352
241112,158236
240959,158239
240973,158300
241057,158300
241149,158330
241213,158359
241313,158394
241063,158223
240992,158240
240973,158291
241132,158318
241178,158357
241303,158388
241416,158335
241085,158180
241099,158220
241148,158143
241196,158239
241324,158241
241453,158271
241691,158301
241688,158113
241462,158077
241409,158110
241414,158111
241451,158141
241569,158263
241657,158235
241379,158110
241419,158092
241470,158165
241463,158183
241498,158223
241438,158249
241225,158173
240970,158197
241090,158297
241184,158287
241273,158353
241388,158419
241519,158507
241625,158566
241357,158247
241288,158345
241423,158403
241513,158351
241518,158435
241695,158475
241715,158521
241812,158432
241453,158309
241510,158338
241592,158374
241694,158362
241797,158431
241884,158452
242029,158459
241823,158229
241699,158231
241701,158290
241787,158266
241818,158356
241989,158360
242051,158480
242042,158299
241811,158239
242179,158266
242489,158251
242546,158214
242605,158213
242564,158188
242540,158018
242232,157951
242188,157865
242151,157817
242110,157817
242215,157811
242283,157802
242136,157583
241914,157494
241881,157486
241881,157494
241807,157461
241839,157469
241948,157414
241732,157300
241569,157236
241559,157267
241505,157241
241505,157217
241541,157322
241544,157222
241151,157161
241164,157196
241159,157161
241138,157168
241222,157193
241251,157132
240978,157102
240984,157033
241070,157067
241028,157105
241177,157157
241058,157119
240790,157133
240849,157170
240887,157204
240957,157307
241005,157335
240938,157349
240921,157334
241020,157363
241012,157397
241153,157424
241060,157456
240872,157468
240931,157552
240931,157562
240747,157823
240849,157880
240945,157821
240703,157811
240845,157926
240925,157980
241053,158011
241149,158139
241245,158202
241375,158211
241026,158076
241066,158120
241100,158145
241070,158174
241224,158183
241331,158189
241477,158286
241417,158313
241176,158229
241146,158250
241232,158276
241280,158311
241430,158320
241532,158419
241658,158435
241435,158301
241336,158324
241420,158323
241471,158362
241449,158442
241706,158479
241776,158513
241864,158431
241604,158425
241618,158409
241637,158455
241552,158451
241689,158463
241984,158433
241969,158435
241675,158480
241674,158483
241631,158522
241449,158571
241422,158734
241568,158768
241297,158691
241316,158727
241584,158711
241550,158686
241679,158682
241685,158636
241767,158573
241698,158571
241238,158397
241148,158368
241103,158320
241095,158322
241159,158314
241181,158319
241229,158322
241056,158152
240749,158109
240729,158097
240758,158066
240688,158036
240850,158065
240855,158088
240879,158126
240639,157998
240390,158027
240443,158084
240436,158043
240405,158073
240575,158105
240684,158148
240592,158048
240263,157994
240326,157960
240285,157987
240338,158050
240463,158080
240515,158232
240543,158162
240346,158194
240416,158260
240459,158259
240498,158278
240627,158360
240728,158426
240292,158304
240224,158342
240445,158429
240596,158433
240756,158429
240933,158484
241050,158461
240643,158357
240424,158339
240432,158296
240277,158257
240338,158261
240410,158301
240390,158315
240363,158266
239956,158199
239860,158251
239884,158231
239865,158259
239916,158317
240097,158364
240125,158415
240317,158414
240119,158269
239752,158196
239733,158214
239662,158123
239745,158209
239861,158237
239961,158231
240054,158319
240287,158304
239909,158229
239810,158223
239883,158306
239847,158288
240010,158360
240067,158424
240221,158447
240245,158479
240108,158457
239868,158438
239892,158451
239963,158506
239957,158497
240080,158574
240239,158676
240373,158711
240423,158627
240159,158608
240038,158596
240103,158571
240072,158633
240152,158584
240300,158662
240392,158693
240552,158736
240499,158664
240184,158633
240161,158569
240198,158586
240236,158623
240375,158571
240490,158681
240618,158741
240785,158788
240543,158709
240483,158687
240533,158670
240480,158662
240534,158683
240556,158627
240646,158747
240680,158757
240556,158738
240489,158703
240448,158785
240403,158773
240258,158756
240370,158758
240560,158839
240469,158811
240168,158759
240174,158790
240157,158792
240233,158863
240379,158860
240450,158890
240643,158891
240324,158837
240071,158856
240084,158772
240011,158739
240067,158775
240230,158757
240277,158813
240355,158790
240025,158709
239809,158640
239832,158725
239738,158655
239695,158690
239877,158747
240010,158770
240167,158840
240216,158801
239728,158753
239684,158684
239616,158730
239691,158758
239832,158797
239877,158837
240058,158917
240197,158897
239733,158753
239658,158707
239652,158729
239600,158780
239739,158798
239831,158813
239943,158881
240089,158846
239693,158813
239730,158821
239758,158904
239785,158883
239921,158939
240065,159033
240147,158944
239791,158921
239837,158982
239874,159024
239972,159034
240051,159121
240215,159154
240335,159146
239894,159006
239882,159010
239836,158961
239871,158969
239938,158990
240020,159021
240133,159102
240085,158908
239723,158913
239667,158870
239667,158862
239699,158869
239888,158874
239957,158927
240114,158940
240236,158889
239970,158769
239948,158849
239942,158791
239902,158820
239965,158894
240034,158929
240169,158975
240210,158929
239956,158892
239918,158941
239943,158956
239931,158948
239975,158962
240153,159022
240170,159042
240105,158968
239856,158957
239894,158958
239930,159059
239963,158974
240103,159039
240196,159073
240412,159156
240438,159107
240081,159045
240009,159027
239983,158953
239961,159001
240062,158973
240085,159067
240224,159053
240261,159074
240318,159055
240028,159016
239974,158996
240013,158993
239988,159017
240097,159048
240234,159129
240322,159136
240469,159179
240511,159128
240244,159132
240245,159149
240291,159120
240285,159075
240383,159154
240479,159199
240578,159249
240479,159169
240191,159156
240143,159181
240248,159181
240276,159222
240390,159227
240484,159303
240634,159317
240565,159250
240219,159223
240262,159215
240227,159203
240306,159203
240394,159233
240459,159226
240568,159348
240464,159207
240192,159204
240175,159207
240259,159199
240194,159203
240356,159241
240389,159275
240527,159307
240670,159308
240357,159248
240290,159308
240378,159294
240289,159319
240430,159357
240563,159390
240707,159466
240790,159462
240621,159356
240540,159415
240554,159390
240541,159348
240529,159408
240697,159427
240684,159469
240765,159486
240445,159381
240396,159375
